都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,title,名称_カナ,種別,住所,方書,lat,lng,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,URL,備考
270008,,大阪府,,石橋文化幼稚園,イシバシブンカヨウチエン,,大阪府池田市石橋2-12-12,,34.809044,135.446518,,,072-762-0020,,,,(学)石橋文化学園,,,,,,,,,,
270008,,大阪府,,認定こども園旭ヶ丘学園,ニンテイコドモエンアサヒガオカガクエン,,大阪府吹田市朝日が丘町1-5,,34.767864,135.520264,,,06-6388-0619,,,,(福)旭ヶ丘学園,,,,,,,,,,
270008,,大阪府,,認定こども園旭ヶ丘学園千一分室,ニンテイコドモエンアサヒガオカガクエンセンイチブンシツ,,大阪府吹田市片山町4-34-11,,34.770164,135.527359,,,06-6190-8701,,,,(福)旭ヶ丘学園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園千里山やまて学園,ヨウホレンケイガタニンテイコドモエンセンリヤマヤマテガクエン,,大阪府吹田市山手町2-17-22,,34.767933,135.510666,,,06-6388-1821,,,,(福)千里山山手学園,,,,,,,,,,
270008,,大阪府,,認定こども園もみの木保育園,ニンテイコドモエンモミノキホイクエン,,大阪府吹田市東御旅町5-53,,34.75227,135.529083,,,06-6382-5076,,,,(福)吹田みどり福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園南ヶ丘こども園,ニンテイコドモエンミナミガオカコドモエン,,大阪府吹田市佐井寺南が丘3-5,,34.780941,135.518524,,,06-6330-1552,,,,(福)大阪アカシヤ福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園かんらんこども園,ニンテイコドモエンカンランコドモエン,,大阪府吹田市南金田2-18-7,,34.755611,135.503616,,,06-6384-5820,,,,(福)南友会,,,,,,,,,,
270008,,大阪府,,認定こども園もみの木千里保育園,ニンテイコドモエンモミノキセンリホイクエン,,大阪府吹田市山田北5-15,,34.809517,135.519394,,,06-6876-1550,,,,(福)吹田みどり福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園蓮美幼児学園千里丘キンダースクール,ニンテイコドモエンレンビヨウジガクエンセンリオカキンダースクール,,大阪府吹田市千里丘北1-3,,34.799576,135.543518,,,06-6876-4154,,,,(福)光聖会,,,,,,,,,,
270008,,大阪府,,吹田くすのきこども園,スイタクスノキコドモエン,,大阪府吹田市南吹田5-20-7,,34.751183,135.500732,,,06-6170-5001,,,,(福)耕心会,,,,,,,,,,
270008,,大阪府,,千里ニュータウンこども園,センリニュータウンコドモエン,,大阪府吹田市佐竹台2-3-1,,34.792469,135.514404,,,06-6871-2212,,,,(福)藍野福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園千里山グレース幼稚園,ニンテイコドモエンセンリヤマグレースヨウチエン,,大阪府吹田市千里山東2-18-43,,34.776817,135.507599,,,06-6388-0306,,,,(学)千里山学院,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園彩つばさこども園,ヨウホレンケイガタニンテイコドモエンイロドリツバサコドモエン,,大阪府吹田市千里丘北1-14,,34.799576,135.543518,,,06-6876-0283,,,,(福)博光福祉会,,,,,,,,,,
270008,,大阪府,,吹田市立はぎのきこども園,スイタシリツハギノキコドモエン,,大阪府吹田市古江台2-11-4,,34.815823,135.507324,,,06-6872-1012,,,,吹田市,,,,,,,,,,
270008,,大阪府,,吹田市立認定こども園　佐竹台幼稚園,スイタシリツニンテイコドモエンサタケダイヨウチエン,,大阪府吹田市佐竹台5-12-1,,34.789524,135.519806,,,06-6871-2234,,,,吹田市,,,,,,,,,,
270008,,大阪府,,吹田市立認定こども園　吹田第一幼稚園,スイタシリツニンテイコドモエンスイタダイイチヨウチエン,,大阪府吹田市元町30-44,,34.759964,135.522583,,,06-6381-0049,,,,吹田市,,,,,,,,,,
270008,,大阪府,,吹田市立認定こども園　吹田南幼稚園,スイタシリツニンテイコドモエンスイタミナミヨウチエン,,大阪府吹田市南吹田5-12-2,,34.752476,135.504608,,,06-6386-2677,,,,吹田市,,,,,,,,,,
270008,,大阪府,,吹田市立認定こども園　千里第二幼稚園,スイタシリツニンテイコドモエンセンリダイニヨウチエン,,大阪府吹田市千里山松が丘25-1,,34.779022,135.509109,,,06-6380-7451,,,,吹田市,,,,,,,,,,
270008,,大阪府,,吹田市立認定こども園　岸部第一幼稚園,スイタシリツニンテイコドモエンキシベダイイチヨウチエン,,大阪府吹田市岸部中2-19-1,,34.776958,135.536179,,,06-6389-2623,,,,吹田市,,,,,,,,,,
270008,,大阪府,,吹田市立認定こども園　豊津第一幼稚園,スイタシリツニンテイコドモエントヨツダイイチヨウチエン,,大阪府吹田市江坂町1-15-42,,34.761978,135.499725,,,06-6384-8301,,,,吹田市,,,,,,,,,,
270008,,大阪府,,吹田市立認定こども園　山田第一幼稚園,スイタシリツニンテイコドモエンヤマダダイイチヨウチエン,,大阪府吹田市山田東2-33-3,,34.799603,135.52858,,,06-6877-5858,,,,吹田市,,,,,,,,,,
270008,,大阪府,,吹田市立認定こども園　山田第三幼稚園,スイタシリツニンテイコドモエンヤマダダイサンヨウチエン,,大阪府吹田市山田西1-4-1,,34.793007,135.532043,,,06-6877-4571,,,,吹田市,,,,,,,,,,
270008,,大阪府,,泉大津市立かみじょう認定こども園,イズミオオツシリツカミジョウニンテイコドモエン,,大阪府泉大津市東助松町4-8-18,,34.511787,135.422363,,,0725-32-2212,,,,泉大津市,,,,,,,,,,
270008,,大阪府,,泉大津市立くすのき認定こども園,イズミオオツシリツクスノキニンテイコドモエン,,大阪府泉大津市我孫子2-7-1,,34.492161,135.412399,,,0725-22-0057,,,,泉大津市,,,,,,,,,,
270008,,大阪府,,泉大津市立えびす認定こども園,イズミオオツシリツエビスニンテイコドモエン,,大阪府泉大津市下之町4-7,,34.500843,135.397903,,,0725-32-0855,,,,泉大津市,,,,,,,,,,
270008,,大阪府,,認定こども園アイビースクール,ニンテイコドモエンアイビースクール,,大阪府泉大津市二田町3-5-32,,34.505775,135.414459,,,0725-31-4545,,,,(福)夢らんど二田,,,,,,,,,,
270008,,大阪府,,認定こども園アンビー,ニンテイコドモエンアンビー,,大阪府泉大津市旭町22-28,,34.501545,135.409363,,,0725-20-2001,,,,(福)夢らんど二田,,,,,,,,,,
270008,,大阪府,,みらいずこども園,ミライズコドモエン,,大阪府泉大津市北豊中町1-2-15,,34.498863,135.423279,,,0725-23-0253,,,,(福)豊中福祉会,,,,,,,,,,
270008,,大阪府,,みらいずこども園（分園）,ミライズコドモエン（ブンエン）,,大阪府泉大津市北豊中町1-7-4,,34.498837,135.423325,,,0725-23-0253,,,,(福)豊中福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園ぱる,ニンテイコドモエンパル,,大阪府泉大津市西港町9-7,,34.504368,135.397934,,,0725-32-0375,,,,(福)因明会,,,,,,,,,,
270008,,大阪府,,認定こども園ぱる（分園）,ニンテイコドモエンパル（ブンエン）,,大阪府泉大津市西港町3-10,,34.503956,135.398102,,,0725-32-0375,,,,(福)因明会,,,,,,,,,,
270008,,大阪府,,南海かもめ認定こども園,ナンカイカモメニンテイコドモエン,,大阪府泉大津市戎町3-4,,34.500683,135.402725,,,0725-23-8068,,,,(福)南海福祉事業会,,,,,,,,,,
270008,,大阪府,,すこやか認定こども園,スコヤカニンテイコドモエン,,大阪府泉大津市東豊中町3-1-15,,34.490326,135.42627,,,0725-45-0012,,,,(学)村川学園,,,,,,,,,,
270008,,大阪府,,とれぞあ子ども園,トレゾアコドモエン,,大阪府泉大津市池浦町3-5-8,,34.442219,135.410522,,,0725-33-3003,,,,(福)女子慈教寮,,,,,,,,,,
270008,,大阪府,,認定こども園　木島幼稚園,ニンテイコドモエン　キシマヨウチエン,,大阪府貝塚市三ﾂ松2334-1,,34.497761,135.415558,,,072-446-3901,,,,(学)長栄学園,,,,,,,,,,
270008,,大阪府,,貝塚中央こども園,カイヅカチュウオウコドモエン,,大阪府貝塚市橋本1060-5,,34.742268,135.564438,,,072-433-1319,,,,(福)貝塚中央福祉会,,,,,,,,,,
270008,,大阪府,,東山こども園,ヒガシヤマコドモエン,,大阪府貝塚市東山7-6-12,,34.408875,135.388321,,,072-421-2005,,,,(福)貝塚中央福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　パルティ道教寺,ニンテイコドモエン　パルティドウキョウジ,,大阪府貝塚市半田1-3-6,,34.439232,135.373093,,,072-427-8969,,,,(福)七彩学舎,,,,,,,,,,
270008,,大阪府,,認定こども園　ピアニィ道教寺,ニンテイコドモエン　ピアニィドウキョウジ,,大阪府貝塚市麻生中626,,34.434589,135.373978,,,072-493-1330,,,,(福)七彩学舎,,,,,,,,,,
270008,,大阪府,,認定こども園　橋本保育所,ニンテイコドモエン　ハシモトホイクショ,,大阪府貝塚市橋本642,,34.42067,135.36792,,,072-423-0066,,,,(福)白小鳩福祉事業会,,,,,,,,,,
270008,,大阪府,,貝塚南こども園,カイヅカミナミコドモエン　,,大阪府貝塚市地蔵堂238-1,,34.427299,135.353378,,,072-432-4735,,,,(福)貝塚南保育園,,,,,,,,,,
270008,,大阪府,,まーぶるこども園,マーブルコドモエン,,大阪府貝塚市半田82-12,,34.441555,135.371918,,,072-438-2345,,,,(福)貝塚中央福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　永寿台保育園,ニンテイコドモエン　エイジュダイホイクエン,,大阪府貝塚市三ﾂ松2230-5,,34.406639,135.37677,,,072-446-4387,,,,(福)千寿会,,,,,,,,,,
270008,,大阪府,,わきはまこども園,ワキハマコドモエン,,大阪府貝塚市脇浜3-31-8,,34.443314,135.345383,,,072-431-2151,,,,(福)脇浜保育園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　久保保育所,ヨウホレンケイガタニンテイコドモエン　クボホイクショ,,大阪府貝塚市久保271-3,,34.444366,135.377625,,,072-431-9206,,,,(福)白小鳩福祉事業会,,,,,,,,,,
270008,,大阪府,,おおぞらこども園,オオゾラコドモエン,,大阪府貝塚市二色2-11-1,,34.44714,135.342545,,,072-432-5222,,,,(福)脇浜保育園,,,,,,,,,,
270008,,大阪府,,認定こども園　こぎ幼稚園,ニンテイコドモエン　コギヨウチエン,,大阪府貝塚市畠中2-20-8,,34.43668,135.354584,,,072-422-1641,,,,(学)長楽寺学園,,,,,,,,,,
270008,,大阪府,,貝塚市立木島認定こども園,カイヅカシリツキシマニンテイコドモエン,,大阪府貝塚市三ﾂ松2920,,34.412716,135.380203,,,072-446-4139,,,,貝塚市,,,,,,,,,,
270008,,大阪府,,貝塚市立津田認定こども園,カイヅカシリツツダニンテイコドモエン,,大阪府貝塚市津田南町10-1,,34.452656,135.36145,,,072-422-1786,,,,貝塚市,,,,,,,,,,
270008,,大阪府,,貝塚市立葛城認定こども園,カイヅカシリツカツラギニンテイコドモエン,,大阪府貝塚市木積606,,34.39592,135.390671,,,072-446-0227,,,,貝塚市,,,,,,,,,,
270008,,大阪府,,貝塚市立三ツ松認定こども園,カイヅカシリツミツマツニンテイコドモエン,,大阪府貝塚市三ﾂ松2203-1,,34.408054,135.377502,,,072-446-7158,,,,貝塚市,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園橋波幼児舎,ヨウホレンケイガタニンテイコドモエン　ハシバヨウジシャ,,大阪府守口市大宮通1-14-20,,34.73275,135.57608,,,06-6998-5321,,,,(福)花修会,,,,,,,,,,
270008,,大阪府,,寺内さくらこども園,ジナイサクラコドモエン,,大阪府守口市寺内町2-9-16,,34.733604,135.565689,,,06-6991-0497,,,,(福)恵育会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園高瀬ひまわりこども園,ヨウホレンケイガタニンテイコドモエン　タカセヒマワリコドモエン,,大阪府守口市馬場町1-7-18,,34.727577,135.562576,,,06-6996-0301,,,,(福)恵由福祉会,,,,,,,,,,
270008,,大阪府,,にしき認定こども園,ニシキニンテイコドモエン,,大阪府守口市寺方本通4-4-22,,34.723129,135.580032,,,06-6997-4008,,,,(福)和修会,,,,,,,,,,
270008,,大阪府,,認定こども園御幸幼稚園,ニンテイコドモエン　ミユキヨウチエン,,大阪府守口市桃町2-8 ,,34.740395,135.562469,,,06-6991-1822,,,,(学)山添学園,,,,,,,,,,さくらんぼ保育園と一体で認定こども園に認定されている。
270008,,大阪府,,さくらんぼ保育園,サクランボホイクエン,,大阪府守口市梅町3-2,,34.739864,135.563309,,,06-6993-2570,,,,(学)山添学園,,,,,,,,,,御幸幼稚園と一体で認定こども園に認定されている。
270008,,大阪府,,認定こども園来迎寺学園,ニンテイコドモエン　ライコウジガクエン,,大阪府守口市佐太中町6-53-12,,34.763111,135.590851,,,06-6902-3170,,,,(福)来迎寺学園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園土居ひまわりこども園,ヨウホレンケイガタニンテイコドモエン　ドイヒマワリコドモエン,,大阪府守口市早苗町6-19,,34.73267,135.561295,,,06-6991-2441,,,,(福)恵由福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園一乗寺学園,ニンテイコドモエン　イチジョウジガクエン,,大阪府守口市金田町1-48-18,,34.755318,135.591949,,,06-6901-2400,,,,(福)一乗寺学園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園大阪国際大和田幼稚園,ヨウホレンケイガタニンテイコドモエン　オオサカコクサイオオワダヨウチエン,,大阪府守口市藤田町6-21-57,,34.748039,135.603439,,,06-6902-5931,,,,(学)大阪国際学園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園たちばな東こども園,ヨウホレンケイガタニンテイコドモエン　タチバナヒガシコドモエン,,大阪府守口市大久保町4-1-20,,34.753204,135.597672,,,06-6901-2763,,,,(福)たちばな福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園白鳩チルドレンセンター八雲中,ニンテイコドモエン　シロハトチルドレンセンターヤクモナカ,,大阪府守口市八雲中町1-22-3,,34.744061,135.567108,,,06-6909-0061,,,,(福)白鳩会,,,,,,,,,,
270008,,大阪府,,守口中央こども園,モリグチチュウオウコドモエン,,大阪府守口市佐太中町1-4-18,,34.756264,135.580048,,,06-6901-0521,,,,(福)リーベリー福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園　金田幼稚園,ニンテイコドモエン　キンダヨウチエン,,大阪府守口市金田町2-27-10,,34.75687,135.59256,,,06-6901-8873,,,,(学)山田学園,,,,,,,,,,
270008,,大阪府,,学校法人津嶋学園　認定こども園　三郷幼稚園,ガッコウホウジンツシマガクエン　ニンテイコドモエン　サンゴウヨウチエン,,大阪府守口市大枝東町2-9,,34.735126,135.568802,,,06-6991-1881,,,,(学)津嶋学園,,,,,,,,,,
270008,,大阪府,,守口市立外島認定こども園,モリグチシリツソトジマニンテイコドモエン,,大阪府守口市外島町2-48,,34.442219,135.410522,,,06-6997-0484,,,,守口市,,,,,,,,,,
270008,,大阪府,,認定こども園　白百合幼稚園,ニンテイコドモエン　シラユリヨウチエン,,大阪府守口市梶町1-55-8,,34.497761,135.415558,,,06-6901-2881,,,,(学)中塚学園,,,,,,,,,,
270008,,大阪府,,幼稚園型認定こども園　守口東幼稚園　まこと保育園,ヨウチエンガタニンテイコドモエン　モリグチヒガシヨウチエン　マコトホイクエン,,大阪府守口市寺方本通4-3-12,,34.742268,135.564438,,,06-6996-8787,,,,(学)守口東学園,,,,,,,,,,
270008,,大阪府,,守口市立あおぞら認定こども園,モリグチシリツアオゾラニンテイコドモエン,,大阪府守口市寺方元町4-1-8,,34.724388,135.569931,,,06-6992-1674,,,,守口市,,,,,,,,,,
270008,,大阪府,,認定こども園　梶らいこうじ学園,ニンテイコドモエン　カジライコウジガクエン,,大阪府守口市梶町2-21-10,,34.750114,135.588776,,,06-6902-1160,,,,(福)来迎寺学園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　ゆずり葉こども園,ヨウホレンケイガタニンテイコドモエン　ユズリハコドモエン,,大阪府守口市藤田町4-27-21,,34.748608,135.601044,,,06-6903-8406,,,,(福)白鳩会,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　みゆき西こども園,ヨウホレンケイガタニンテイコドモエン　ミユキニシコドモエン,,大阪府守口市八雲西町2-27-9,,34.747173,135.565964,,,06-6991-2901,,,,(学)山添学園,,,,,,,,,,
270008,,大阪府,,幼保連携型認定こども園　ひかり保育園,ヨウホレンケイガタニンテイコドモエン　ヒカリホイクエン,,大阪府守口市八雲東町2-39-13,,34.744762,135.578568,,,06-6909-3344,,,,(福)白ばら学園,,,,,,,,,,
270008,,大阪府,,北てらかた認定こども園,キタテラカタニンテイコドモエン,,大阪府守口市寺方本通1-3-4,,34.725677,135.573349,,,06-6998-7424,,,,(福)和修会,,,,,,,,,,
270008,,大阪府,,守口市立にじいろ認定こども園,モリグチシリツニジイロニンテイコドモエン,,大阪府守口市藤田町1-57-19,,34.749916,135.595474,,,06-6909-1122,,,,守口市,,,,,,,,,,
270008,,大阪府,,幼稚園型認定こども園　寺方幼稚園,ヨウチエンガタニンテイコドモエン　テラカタヨウチエン,,大阪府守口市寺方元町2-2-12,,34.726021,135.569122,,,06-6992-7090,,,,(学)江端学園,,,,,,,,,,
270008,,大阪府,,認定こども園たちばな保育園,ニンテイコドモエンタチバナホイクエン,,大阪府茨木市片桐町14-10,,34.821575,135.5728,,,072-622-2777,,,,(福)裕榮福祉会,,,,,,,,,,
270008,,大阪府,,たんぽぽ学園,タンポポガクエン,,大阪府茨木市玉櫛1-3-1,,34.803925,135.57164,,,072-632-6669,,,,(福)つつみ会,,,,,,,,,,
270008,,大阪府,,末広認定こども園,スエヒロニンテイコドモエン,,大阪府茨木市末広町8-27,,34.819866,135.579178,,,072-634-4708,,,,(福)親和会,,,,,,,,,,
270008,,大阪府,,安威たんぽぽ学園,アイタンポポガクエン,,大阪府茨木市南安威2-1-13,,34.844875,135.562988,,,072-643-4929,,,,(福)つつみ会,,,,,,,,,,
270008,,大阪府,,認定こども園さんすい学園,ニンテイコドモエンサンスイガクエン,,大阪府茨木市東太田3-8-3,,34.840458,135.580963,,,072-626-9047,,,,(福)山善福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園ちとせ學院,ニンテイコドモエンチトセガクイン,,大阪府茨木市庄2-7-35,,34.824253,135.581329,,,072-626-2191,,,,(福)秀幸福祉会,,,,,,,,,,
270008,,大阪府,,天王こども園,テンノウコドモエン,,大阪府茨木市大正町3-16,,34.794376,135.560837,,,072-632-1500,,,,(福)天王福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園白川敬愛保育園,ニンテイコドモエンシラカワケイアイホイクエン,,大阪府茨木市白川2-13-25,,34.816761,135.600616,,,072-637-1313,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園こどもの園敬愛保育園,ニンテイコドモエンコドモノソノケイアイホイクエン,,大阪府茨木市中穂積3-1-22,,34.816006,135.555786,,,072-645-0005,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園おとのは学園,ニンテイコドモエンオトノハガクエン,,大阪府茨木市平田1-29-38,,34.803387,135.586075,,,072-637-1122,,,,(福)山善福祉会,,,,,,,,,,
270008,,大阪府,,たんぽぽ中条学園,タンポポチュウジョウガクエン,,大阪府茨木市東中条町8-6,,34.812992,135.569794,,,072-627-0555,,,,(福)つつみ会,,,,,,,,,,
270008,,大阪府,,認定こども園玉櫛たちばな保育園,ニンテイコドモエンタマクシタチバナホイクエン,,大阪府茨木市東奈良2-8-21,,34.802612,135.568634,,,072-632-5821,,,,(福)裕榮福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園郡山敬愛保育園,ニンテイコドモエンコオリヤマケイアイホイクエン,,大阪府茨木市新郡山2-2-20,,34.83107,135.544113,,,072-640-0202,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,松ヶ本認定こども園,マツガモトニンテイコドモエン,,大阪府茨木市松ヶ本町4-40,,34.813824,135.559586,,,072-626-1677,,,,(福)親和会,,,,,,,,,,
270008,,大阪府,,認定こども園豊原学園,ニンテイコドモエントヨハラガクエン,,大阪府茨木市豊原町14-14,,34.841724,135.546875,,,072-640-0017,,,,(福)山善福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園中穂積敬愛保育園,ニンテイコドモエンナカホヅミケイアイホイクエン,,大阪府茨木市中穂積1-2-31,,34.816982,135.55722,,,072-631-1818,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園くるみ敬愛保育園,ニンテイコドモエンクルミケイアイホイクエン,,大阪府茨木市沢良宜東町14-35,,34.797096,135.5728,,,072-630-1313,,,,(福)智恩福祉会,,,,,,,,,,
270008,,大阪府,,認定こども園ちとせ學院Ｄｕｅ南茨木,ニンテイコドモエンチトセガクインドゥミナミイバラキ,,大阪府茨木市沢良宜西1-10-31,,34.799343,135.565048,,,072-638-9191,,,,(福)秀幸福祉会,,,,,,,,,,
270008,,大阪府,,たんぽぽｔｒｉａｎｇｌｅ学園,タンポポトライアングルガクエン,,大阪府茨木市玉櫛2-11-24,,34.801334,135.573318,,,072-646-8333,,,,(福)つつみ会,,,,,,,,,,
270008,,大阪府,,認定こども園　東さくら保育園,ニンテイコドモエン　ヒガシサクラホイクエン,,大阪府茨木市桑田町24-18,,34.809887,135.586639,,,072-632-4807,,,,(福)育成福祉会,,,,,,,,,,
270008,,大阪府,,山手台保育園,ヤマテダイホイクエン,,大阪府茨木市山手台3-28-23,,34.860973,135.55545,,,072-649-0874,,,,(福)晴誉会,,,,,,,,,,
270008,,大阪府,,彩都保育園,サイトホイクエン,,大阪府茨木市彩都あさぎ5-12-2,,34.849804,135.527222,,,072-641-8645,,,,(福)晴誉会,,,,,,,,,,
270008,,大阪府,,認定こども園　いぶきの丘学園,ニンテイコドモエン　イブキノオカガクエン,,大阪府茨木市東太田1-4-10,,34.83585,135.578308,,,072-626-0088,,,,(福)山善福祉会,,,,,,,,,,
